#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
[Haemophilus] ducreyi,GHA8,22634,SAMN04632448 ,PRJNA318024,Proteobacteria,Gammaproteobacteria,GCA_001647895.1 ,1.76992,38.2,chromosome:NZ_CP015433.1/CP015433.1,-,1,1763,1587,5/19/2016,4/5/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/895/GCF_001647895.1_ASM164789v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/895/GCA_001647895.1_ASM164789v1
[Haemophilus] ducreyi,GHA9,22634,SAMN04632449 ,PRJNA318024,Proteobacteria,Gammaproteobacteria,GCA_001647915.1 ,1.7755,38.2,chromosome:NZ_CP015434.1/CP015434.1,-,1,1773,1593,5/19/2016,4/5/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/915/GCF_001647915.1_ASM164791v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/915/GCA_001647915.1_ASM164791v1
Haemophilus influenzae,C486,19710,SAMN02595604 ,PRJNA235929,Proteobacteria,Gammaproteobacteria,GCA_000931605.1 ,1.8465,38.2,chromosome:NZ_CP007471.1/CP007471.1,-,1,1819,1681,2/23/2015,3/25/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/605/GCF_000931605.1_ASM93160v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/931/605/GCA_000931605.1_ASM93160v1
Haemophilus influenzae,723,19710,SAMN02595605 ,PRJNA235929,Proteobacteria,Gammaproteobacteria,GCA_000931625.1 ,1.88762,38.2,chromosome:NZ_CP007472.1/CP007472.1,-,1,1898,1758,2/23/2015,3/25/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/625/GCF_000931625.1_ASM93162v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/931/625/GCA_000931625.1_ASM93162v1
[Haemophilus] ducreyi,FDAARGOS_297,22634,SAMN06173310 ,PRJNA231221,Proteobacteria,Gammaproteobacteria,GCA_002208665.1 ,1.70131,38.2,chromosome:NZ_CP022037.1/CP022037.1,-,1,1686,1519,6/27/2017,6/29/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/665/GCF_002208665.1_ASM220866v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/665/GCA_002208665.1_ASM220866v1
Haemophilus influenzae 2019,2019,19710,SAMN03450976 ,PRJNA175345,Proteobacteria,Gammaproteobacteria,GCA_000968335.1 ,1.96966,38.3,chromosome:NZ_CP008740.1/CP008740.1,-,1,2017,1863,4/2/2015,3/26/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/335/GCF_000968335.1_ASM96833v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/335/GCA_000968335.1_ASM96833v1
Haemophilus influenzae,NCTC8143,19710,SAMEA2498480 ,PRJEB6403,Proteobacteria,Gammaproteobacteria,GCA_001457655.1 ,1.89064,38.2,chromosome 1:NZ_LN831035.1/LN831035.1,-,1,1901,1761,3/22/2015,3/27/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/655/GCF_001457655.1_NCTC8143,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/457/655/GCA_001457655.1_NCTC8143
Haemophilus influenzae,NML-Hia-1,19710,SAMN05714732 ,PRJNA328024,Proteobacteria,Gammaproteobacteria,GCA_001856725.1 ,1.82922,38,chromosome:NZ_CP017811.1/CP017811.1,-,1,1823,1652,10/31/2016,3/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/856/725/GCF_001856725.1_ASM185672v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/725/GCA_001856725.1_ASM185672v1
Haemophilus influenzae,FDAARGOS_199,19710,SAMN04875536 ,PRJNA231221,Proteobacteria,Gammaproteobacteria,GCA_002073475.1 ,1.8306,38.1,chromosome:NZ_CP020411.1/CP020411.1,-,1,1823,1633,3/29/2017,4/1/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/475/GCF_002073475.1_ASM207347v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/475/GCA_002073475.1_ASM207347v1
Haemophilus parasuis ZJ0906,ZJ0906,19694,SAMN02603634 ,PRJNA197214,Proteobacteria,Gammaproteobacteria,GCA_000439395.1 ,2.32474,40.1,chromosome:CP005384.1,-,1,2289,2211,6/19/2013,1/31/2014,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/395/GCF_000439395.1_ASM43939v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/395/GCA_000439395.1_ASM43939v1
Haemophilus influenzae PittEE,PittEE,19710,SAMN02603084 ,PRJNA16400,Proteobacteria,Gammaproteobacteria,GCA_000016465.1 ,1.81303,38,chromosome:CP000671.1,-,1,1695,1619,6/7/2007,1/30/2014,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/465/GCF_000016465.1_ASM1646v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/465/GCA_000016465.1_ASM1646v1
Haemophilus influenzae PittGG,PittGG,19710,SAMN02603085 ,PRJNA16401,Proteobacteria,Gammaproteobacteria,GCA_000016485.1 ,1.88719,38,chromosome:CP000672.1,-,1,1741,1667,6/7/2007,1/30/2014,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/485/GCF_000016485.1_ASM1648v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/485/GCA_000016485.1_ASM1648v1
